ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",6.1.3 Store Performance Data,1.013,0.401,4.205,0.051,0.012,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.963,0.496,3.6,0.217,0.012,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.07,0.598,3.752,0.398,0.009,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",7.1.8 Support Platform Structure,1.061,0.505,4.047,0.247,0.005,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.3.2 Analyze Faults (Autonomous fault analysis),1.056,0.59,3.752,0.344,0.009,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",4.2.5 Store Manufactured Product,0.975,0.486,3.652,0.244,0.016,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.3.1 Monitor Sensor Data (Remote diagnostics support),0.97,0.637,3.231,0.339,0.005,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.94,0.604,3.126,0.339,0.054,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.5 Cool/ Anneal Fiber,0.818,0.573,2.82,0.07,0.108,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.6 Spool Fiber,0.79,0.49,2.82,0.096,0.108,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.7 Monitor Fiber Quality,0.762,0.49,2.583,0.191,0.108,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.4 Draw Fiber from Preform,0.756,0.476,2.583,0.19,0.108,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.4 Amplify Low Rate Transmission,1.018,0.518,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.2 Amplify High Rate Transmission,1.016,0.513,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.3 Transmit Low Rate Signal,1.009,0.496,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,4.1.5 Transfer Preform to Production,0.909,0.549,3.245,0.186,0.032,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.3 Detect Production Anomalies,0.896,0.514,3.245,0.19,0.032,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.4 Amplify Low Rate Transmission,2.048,0.595,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.3 Transmit Low Rate Signal,2.041,0.576,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.2 Amplify High Rate Transmission,1.043,0.593,3.879,0.136,0.022,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.1.6 Spool Fiber,0.852,0.66,2.82,0.078,0.081,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.1.5 Cool/ Anneal Fiber,0.806,0.585,2.82,0.0,0.081,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.3.2 Detect Off-Nominal Microgravity Conditions,1.916,0.576,8.271,0.148,0.017,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.3.1 Monitor Microgravity Conditions,1.164,0.519,4.585,0.188,0.017,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.1.7.2 Detect Defects,1.156,0.438,4.785,0.119,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,2.1.3 Detect Faults,1.151,0.425,4.785,0.119,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.2.3 Detect Production Anomalies,1.13,0.54,4.383,0.188,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,6.1.1 Capture Sensor Data (Automated and continuous),1.196,0.608,4.663,0.1,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.1.1 Track Resources (Automated tracking),1.06,0.567,4.043,0.12,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.1.3.1 Coordinate Automated Resource Transfer,1.034,0.52,4.043,0.088,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.2.1 Schedule Resupply Operations (Automated scheduling),1.011,0.604,3.752,0.095,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.977,0.638,3.5,0.11,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.1 Monitor Microgravity Conditions,1.185,0.582,4.585,0.167,0.014,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.1 Monitor Thermal Environment,1.171,0.549,4.585,0.167,0.011,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.2 Detect Off-Nominal Microgravity Conditions,1.158,0.661,4.229,0.23,0.014,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,3.3.1 Monitor Orbital Environment for Debris,1.146,0.633,4.229,0.232,0.011,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,4.1.5 Transfer Preform to Production,0.919,0.594,3.245,0.142,0.038,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.1 Monitor Thermal Environment,1.165,0.406,4.819,0.196,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.2.2 Condition Power,1.133,0.326,5.006,0.0,0.016,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.1 Monitor Microgravity Conditions,1.119,0.445,4.585,0.11,0.016,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.2 Detect Off-Nominal Microgravity Conditions,1.102,0.552,4.229,0.171,0.016,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.074,0.602,3.924,0.234,0.016,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.3.2 Analyze Faults (Autonomous fault analysis),2.192,0.556,9.708,0.131,0.014,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.741,0.583,7.351,0.179,0.017,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.3 Detect Faults,1.285,0.39,5.567,0.076,0.006,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",5.1.3 Redirect Operations (Reconfiguration after faults),1.205,0.607,4.703,0.103,0.006,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.5.2 Remote Monitoring of Repair Testing,1.181,0.534,4.703,0.129,0.004,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.1.1 Monitor Safety Standards (Automated safety checks),1.149,0.495,4.683,0.064,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.2.2 Analyze Safety Data,1.049,0.418,4.205,0.196,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.1.1.1 Conduct Autonomous Safety Inspections,0.967,0.398,3.879,0.153,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.93,0.552,3.358,0.18,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.929,0.573,3.358,0.133,0.016,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",4.2.1 Schedule Resupply Operations (Automated scheduling),1.821,0.552,7.917,0.075,0.014,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.73,0.555,7.351,0.179,0.013,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.1.3 Store Performance Data,1.697,0.484,7.45,0.056,0.02,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.1.1.5 Track Stellar Position,1.217,0.439,5.099,0.112,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.1.1.6 Track Sun Position,1.212,0.453,5.099,0.056,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",2.2.4 Transmit Launch Vehicle Power,2.169,0.478,9.728,0.158,0.012,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.3.3 Execute End-of-Life Deorbiting Procedures,1.216,0.612,4.663,0.193,0.004,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",5.1.3 Redirect Operations (Reconfiguration after faults),0.883,0.594,3.078,0.137,0.02,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",2.4.3 Adjust Operations for Radiation Protection,0.84,0.491,3.078,0.129,0.02,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",4.2.1 Schedule Resupply Operations (Automated scheduling),0.794,0.512,2.856,0.079,0.02,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.1 Monitor Radiation Levels,1.171,0.442,4.819,0.148,0.011,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.2 Analyze Radiation Exposure Data,1.125,0.513,4.445,0.148,0.011,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.3 Adjust Operations for Radiation Protection,1.115,0.49,4.445,0.143,0.011,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",7.1.7 Provide Structural Surface,1.098,0.473,4.383,0.163,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.3.4 Provide Local Heating,1.092,0.456,4.383,0.163,0.0,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,4.2.5 Store Manufactured Product,0.942,0.472,3.652,0.1,0.026,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.1.5 Test System After Repairs,0.371,0.589,0.405,0.172,0.195,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.2.1 Collect Real-Time Production Data,1.578,0.518,6.702,0.132,0.043,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",5.1.1 Initiate System Restarts,1.359,0.405,5.853,0.064,0.139,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",4.1.5 Transfer Preform to Production,0.89,0.526,3.245,0.137,0.032,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.2.3 Detect Production Anomalies,0.871,0.467,3.245,0.161,0.032,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.2.2 Analyze Production Efficiency,0.862,0.444,3.245,0.161,0.032,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.4 Draw Fiber from Preform,1.847,0.53,8.03,0.123,0.043,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.6.2 Level Wind Spool,1.178,0.498,4.819,0.07,0.008,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.4.1 Monitor Radiation Levels,1.177,0.477,4.819,0.109,0.008,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,4.1.5 Transfer Preform to Production,0.898,0.545,3.245,0.14,0.028,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.2.3 Detect Production Anomalies,0.882,0.521,3.245,0.109,0.028,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",4.2.4 Secure Docking Connection,1.437,0.557,5.912,0.158,0.003,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",7.1.3 Install Hardware Modules,1.339,0.525,5.447,0.197,0.002,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",2.1.5.1 Autonomous Post-Repair Testing,1.321,0.514,5.453,0.124,0.001,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",7.1.1 Receive and Secure Modules in Orbit,1.269,0.553,5.025,0.213,0.002,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",2.2.4 Transmit Launch Vehicle Power,1.183,0.507,4.703,0.197,0.004,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.1.4 Verify Hardware Installation,1.953,0.455,8.534,0.316,0.004,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.2.4 Verify Software Installation,1.845,0.443,8.02,0.316,0.008,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.1.5 Test System After Repairs,1.346,0.581,5.224,0.293,0.103,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.1.3 Install Hardware Modules,1.29,0.516,5.099,0.316,0.004,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.1.2 Prepare for Hardware Installation,1.285,0.498,5.099,0.328,0.004,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",1.2.5 Transmit Data to Ground Control,2.625,0.539,11.951,0.085,0.02,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",4.1.1 Track Resources (Automated tracking),1.334,0.585,5.453,0.048,0.001,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.1.5 Test System After Repairs,1.3,0.585,5.224,0.073,0.064,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",1.3.2 Detect Off-Nominal Microgravity Conditions,1.129,0.559,4.445,0.084,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",1.2.5.2 Amplify High Rate Transmission,1.125,0.547,4.445,0.085,0.003,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.2.5 Transmit Data to Ground Control,1.96,0.485,8.582,0.238,0.024,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.908,0.552,3.126,0.303,0.018,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",5.1.3 Redirect Operations (Reconfiguration after faults),0.893,0.607,3.078,0.16,0.02,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),0.849,0.516,3.147,0.062,0.01,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",2.4.3 Adjust Operations for Radiation Protection,0.834,0.477,3.078,0.129,0.02,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",7.1.8 Support Platform Structure,1.891,0.486,8.43,0.047,0.009,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",6.1.3 Store Performance Data,1.706,0.506,7.45,0.058,0.017,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.482,0.593,6.175,0.044,0.009,0.0
